t,variance,rhythm
10.0,907.0,0.188
10.5,964.7,0.254
11.0,808.3,0.251
11.5,555.7,0.180
12.0,483.7,0.189
12.5,485.1,0.316
13.0,463.2,0.283
13.5,553.4,0.232
14.0,574.7,0.206
14.5,501.0,0.132
15.0,464.3,0.119
15.5,434.4,0.304
